COMMAND LINE: [-XX:+UseConcMarkSweepGC, -Xmx8G]
Conf: {}

           Test Name	  Num	     Iterations	          Time ns	       Throughput	  GC	GC ms	  USR ms	  SYS ms	JIT ms
           Q_WC_X_08	    1	      1,000,000	      498,994,000	        2,004,032	   3	    8	   3,391	     369	     1
           Q_WC_X_16	    1	      1,000,000	      656,798,000	        1,522,538	   3	    9	   3,944	   1,147	     0
           R_MEM_01k	    1	      1,000,000	       17,019,000	       58,757,859	   0	    0	      24	       0	     7
           R_MEM_01m	    1	      1,000,000	        8,020,000	      124,688,279	   0	    0	      21	       0	     4
           R_MEM_10m	    1	      1,000,000	       25,043,000	       39,931,318	   0	    0	      26	       1	     0
           R_MEM_50m	    1	      1,000,000	       29,995,000	       33,338,890	   0	    0	      87	       1	     0
           S_MEM_01k	    1	      1,000,000	       13,875,000	       72,072,072	   0	    0	      20	       0	 5,816
           S_MEM_01m	    1	      1,000,000	        3,274,000	      305,436,775	   0	    0	       6	       0	     0
           S_MEM_10m	    1	      1,000,000	        2,906,000	      344,115,623	   0	    0	       3	       0	     0
           S_MEM_50m	    1	      1,000,000	        3,560,000	      280,898,876	   0	    0	       5	       0	     0

         BATCH_WC_01	    2	      1,000,000	      762,420,000	        1,311,613	   1	    2	   1,443	       4	     0
         BATCH_WC_02	    2	      1,000,000	      380,040,000	        2,631,302	   1	    2	   1,110	       3	     0
         BATCH_WC_04	    2	      1,000,000	      240,091,000	        4,165,087	   1	    2	   1,188	       3	     0
         BATCH_WC_08	    2	      1,000,000	      212,913,000	        4,696,754	   1	    2	   1,646	       4	     0
         BATCH_WC_16	    2	      1,000,000	      211,526,000	        4,727,551	   1	    2	   1,627	       6	     0
     GEN_SENTENCES_1	    2	      1,000,000	       13,967,000	       71,597,337	   0	    0	      17	       0	     3
              NOOP_1	    2	      1,000,000	          177,000	    5,649,717,514	   0	    0	       0	       0	     0
       PSUDO_Q_RR_01	    2	      1,000,000	       75,815,000	       13,190,002	   0	    0	      73	      23	     1
       PSUDO_Q_RR_02	    2	      1,000,000	       48,936,000	       20,434,854	   0	    0	     156	       1	     1
       PSUDO_Q_RR_04	    2	      1,000,000	       49,551,000	       20,181,227	   0	    0	      71	       2	     0
       PSUDO_Q_RR_08	    2	      1,000,000	       51,631,000	       19,368,209	   0	    0	     179	       3	     0
       PSUDO_Q_RR_16	    2	      1,000,000	       52,558,000	       19,026,599	   0	    0	     128	       8	     0
           Q_PIPE_01	    2	      1,000,000	       36,978,000	       27,043,107	   0	    0	     123	      13	     0
           Q_PIPE_02	    2	      1,000,000	       56,800,000	       17,605,634	   0	    0	     103	      30	     1
           Q_PIPE_04	    2	      1,000,000	       79,200,000	       12,626,263	   0	    0	     431	      45	 4,596
           Q_PIPE_08	    2	      1,000,000	       88,233,000	       11,333,628	   0	    0	     564	      54	 5,943
           Q_PIPE_16	    2	      1,000,000	      211,810,000	        4,721,212	   0	    0	   1,415	     177	 4,687
      Q_RR_B_0001_01	    2	      1,000,000	       48,197,000	       20,748,179	   0	    0	      61	      18	     0
      Q_RR_B_0001_02	    2	      1,000,000	       51,958,000	       19,246,314	   0	    1	     175	      22	     0
      Q_RR_B_0001_04	    2	      1,000,000	       49,232,000	       20,311,992	   0	    0	      70	      23	     0
      Q_RR_B_0001_08	    2	      1,000,000	       59,163,000	       16,902,456	   0	    0	     203	      32	 2,293
      Q_RR_B_0001_16	    2	      1,000,000	       63,777,000	       15,679,634	   0	    0	      97	     102	     0
      Q_RR_B_0010_01	    2	      1,000,000	       46,362,000	       21,569,389	   0	    0	     152	      15	     0
      Q_RR_B_0010_02	    2	      1,000,000	       48,539,000	       20,601,990	   0	    0	      65	      18	     0
      Q_RR_B_0010_04	    2	      1,000,000	       57,641,000	       17,348,762	   0	    0	     195	      27	     0
      Q_RR_B_0010_08	    2	      1,000,000	       53,170,000	       18,807,598	   0	    0	      78	      28	     0
      Q_RR_B_0010_16	    2	      1,000,000	       55,789,000	       17,924,680	   0	    1	     198	      36	     0
      Q_RR_B_0100_01	    2	      1,000,000	       49,968,000	       20,012,808	   0	    0	      63	      17	     0
      Q_RR_B_0100_02	    2	      1,000,000	       52,981,000	       18,874,691	   0	    0	     174	      20	     0
      Q_RR_B_0100_04	    2	      1,000,000	       48,153,000	       20,767,138	   0	    0	      68	      21	     1
      Q_RR_B_0100_08	    2	      1,000,000	       55,075,000	       18,157,059	   0	    0	     189	      30	     0
      Q_RR_B_0100_16	    2	      1,000,000	       48,810,000	       20,487,605	   0	    0	      77	      28	     0
      Q_RR_B_1000_01	    2	      1,000,000	       48,160,000	       20,764,120	   0	    1	     169	      15	 4,570
      Q_RR_B_1000_02	    2	      1,000,000	       48,657,000	       20,552,027	   0	    0	      63	      17	     0
      Q_RR_B_1000_04	    2	      1,000,000	       45,922,000	       21,776,055	   0	    0	     154	      16	     0
      Q_RR_B_1000_08	    2	      1,000,000	       46,943,000	       21,302,431	   0	    0	      67	      19	     0
      Q_RR_B_1000_16	    2	      1,000,000	       48,348,000	       20,683,379	   0	    0	     163	      21	     0
    Q_RR_X_B_0001_01	    2	      1,000,000	       48,095,000	       20,792,182	   0	    0	      62	      18	     0
    Q_RR_X_B_0001_02	    2	      1,000,000	       37,858,000	       26,414,496	   0	    1	     188	      18	    13
    Q_RR_X_B_0001_04	    2	      1,000,000	       23,723,000	       42,153,185	   0	    0	     136	      14	     0
    Q_RR_X_B_0001_08	    2	      1,000,000	       21,456,000	       46,607,010	   0	    0	     150	      14	 2,300
    Q_RR_X_B_0001_16	    2	      1,000,000	       23,148,000	       43,200,276	   0	    0	     144	      22	     4
    Q_RR_X_B_0010_01	    2	      1,000,000	       49,184,000	       20,331,815	   0	    0	     162	      16	     0
    Q_RR_X_B_0010_02	    2	      1,000,000	       31,131,000	       32,122,322	   0	    0	      77	      17	     0
    Q_RR_X_B_0010_04	    2	      1,000,000	       19,838,000	       50,408,307	   0	    0	     135	       9	     0
    Q_RR_X_B_0010_08	    2	      1,000,000	       16,121,000	       62,030,891	   0	    0	     104	      13	     0
    Q_RR_X_B_0010_16	    2	      1,000,000	       24,527,000	       40,771,395	   0	    1	     168	      19	     1
    Q_RR_X_B_0100_01	    2	      1,000,000	       50,840,000	       19,669,552	   0	    0	      65	      18	     0
    Q_RR_X_B_0100_02	    2	      1,000,000	       33,396,000	       29,943,706	   0	    1	     153	      16	     0
    Q_RR_X_B_0100_04	    2	      1,000,000	       19,343,000	       51,698,289	   0	    0	     101	      16	     0
    Q_RR_X_B_0100_08	    2	      1,000,000	       19,962,000	       50,095,181	   0	    0	     139	      13	     0
    Q_RR_X_B_0100_16	    2	      1,000,000	       19,244,000	       51,964,249	   0	    0	     122	      19	 5,787
    Q_RR_X_B_1000_01	    2	      1,000,000	       46,892,000	       21,325,599	   0	    0	     156	      14	 2,290
    Q_RR_X_B_1000_02	    2	      1,000,000	       29,045,000	       34,429,334	   0	    0	      76	      13	 5,911
    Q_RR_X_B_1000_04	    2	      1,000,000	       19,784,000	       50,545,896	   0	    0	     135	      12	     0
    Q_RR_X_B_1000_08	    2	      1,000,000	       15,132,000	       66,085,118	   0	    0	      98	      13	     0
    Q_RR_X_B_1000_16	    2	      1,000,000	       21,059,000	       47,485,636	   0	    0	     147	      17	     0
             Q_WC_01	    2	      1,000,000	    1,036,081,000	          965,176	   3	    7	   3,026	     173	     0
             Q_WC_02	    2	      1,000,000	    1,078,157,000	          927,509	   3	    7	   3,271	     261	     0
             Q_WC_04	    2	      1,000,000	    1,123,220,000	          890,298	   3	    6	   3,511	     322	     0
             Q_WC_08	    2	      1,000,000	    1,135,592,000	          880,598	   3	    6	   3,618	     376	     0
             Q_WC_16	    2	      1,000,000	    1,304,088,000	          766,819	   3	    7	   4,042	     582	     0
           Q_WC_X_01	    2	      1,000,000	    1,009,611,000	          990,480	   3	    6	   2,896	     175	     0
           Q_WC_X_02	    2	      1,000,000	      617,207,000	        1,620,202	   3	    6	   2,896	     137	     0
           Q_WC_X_04	    2	      1,000,000	      524,220,000	        1,907,596	   3	    8	   3,176	     182	     0
           Q_WC_X_08	    2	      1,000,000	      502,211,000	        1,991,195	   3	    9	   3,439	     389	     0
           Q_WC_X_16	    2	      1,000,000	      692,532,000	        1,443,977	   3	    9	   4,011	   1,281	     0
           R_MEM_01k	    2	      1,000,000	        4,624,000	      216,262,976	   0	    0	       5	       0	     0
           R_MEM_01m	    2	      1,000,000	        5,739,000	      174,246,384	   0	    0	      12	       0	     0
           R_MEM_10m	    2	      1,000,000	       26,275,000	       38,058,991	   0	    0	      26	       0	     0
           R_MEM_50m	    2	      1,000,000	       29,810,000	       33,545,790	   0	    0	      86	       0	     0
           S_MEM_01k	    2	      1,000,000	        4,510,000	      221,729,490	   0	    0	       4	       0	     0
           S_MEM_01m	    2	      1,000,000	        2,965,000	      337,268,128	   0	    0	       4	       0	     0
           S_MEM_10m	    2	      1,000,000	        4,516,000	      221,434,898	   0	    0	       5	       0	     0
           S_MEM_50m	    2	      1,000,000	        2,997,000	      333,667,000	   0	    0	       4	       0	     0

         BATCH_WC_01	    3	      1,000,000	      763,938,000	        1,309,007	   1	    2	   1,455	       4	     0
         BATCH_WC_02	    3	      1,000,000	      382,734,000	        2,612,781	   1	    2	   1,115	       3	     0
         BATCH_WC_04	    3	      1,000,000	      240,065,000	        4,165,538	   1	    2	   1,178	       4	     0
         BATCH_WC_08	    3	      1,000,000	      218,880,000	        4,568,713	   1	    2	   1,657	       5	     0
         BATCH_WC_16	    3	      1,000,000	      210,891,000	        4,741,786	   1	    2	   1,595	       5	     0
     GEN_SENTENCES_1	    3	      1,000,000	       11,610,000	       86,132,644	   0	    0	      12	       0	     0
              NOOP_1	    3	      1,000,000	            2,000	  500,000,000,000	   0	    1	       0	       0	     0
       PSUDO_Q_RR_01	    3	      1,000,000	       71,214,000	       14,042,183	   0	    0	      71	      14	     0
       PSUDO_Q_RR_02	    3	      1,000,000	       49,079,000	       20,375,313	   0	    0	     153	       2	     0
       PSUDO_Q_RR_04	    3	      1,000,000	       49,703,000	       20,119,510	   0	    0	      71	       2	     0
       PSUDO_Q_RR_08	    3	      1,000,000	       50,994,000	       19,610,150	   0	    0	     179	       4	     0
       PSUDO_Q_RR_16	    3	      1,000,000	       53,260,000	       18,775,817	   0	    0	     127	       8	     0
           Q_PIPE_01	    3	      1,000,000	       38,071,000	       26,266,712	   0	    0	     118	      14	     0
           Q_PIPE_02	    3	      1,000,000	       56,769,000	       17,615,248	   0	    0	     102	      31	     0
           Q_PIPE_04	    3	      1,000,000	       78,249,000	       12,779,716	   0	    1	     427	      47	     0
           Q_PIPE_08	    3	      1,000,000	       90,281,000	       11,076,528	   0	    0	     569	      56	     0
           Q_PIPE_16	    3	      1,000,000	      219,770,000	        4,550,212	   0	    0	   1,501	     201	     0
      Q_RR_B_0001_01	    3	      1,000,000	       47,135,000	       21,215,657	   0	    0	      60	      17	     0
      Q_RR_B_0001_02	    3	      1,000,000	       48,966,000	       20,422,334	   0	    1	     165	      21	     0
      Q_RR_B_0001_04	    3	      1,000,000	       51,196,000	       19,532,776	   0	    0	      72	      26	     0
      Q_RR_B_0001_08	    3	      1,000,000	       57,920,000	       17,265,193	   0	    0	     201	      34	     0
      Q_RR_B_0001_16	    3	      1,000,000	       54,034,000	       18,506,866	   0	    0	      87	      37	     0
      Q_RR_B_0010_01	    3	      1,000,000	       47,034,000	       21,261,215	   0	    0	     158	      15	 2,299
      Q_RR_B_0010_02	    3	      1,000,000	       48,872,000	       20,461,614	   0	    0	      89	      18	 5,825
      Q_RR_B_0010_04	    3	      1,000,000	       55,690,000	       17,956,545	   0	    0	     188	      27	     0
      Q_RR_B_0010_08	    3	      1,000,000	       50,012,000	       19,995,201	   0	    0	      74	      26	     0
      Q_RR_B_0010_16	    3	      1,000,000	       54,530,000	       18,338,529	   0	    1	     191	      34	     0
      Q_RR_B_0100_01	    3	      1,000,000	       46,791,000	       21,371,631	   0	    0	      60	      18	     0
      Q_RR_B_0100_02	    3	      1,000,000	       48,595,000	       20,578,249	   0	    0	     163	      22	     0
      Q_RR_B_0100_04	    3	      1,000,000	       47,561,000	       21,025,630	   0	    0	      66	      21	     0
      Q_RR_B_0100_08	    3	      1,000,000	       57,855,000	       17,284,591	   0	    0	     196	      31	     0
      Q_RR_B_0100_16	    3	      1,000,000	       48,779,000	       20,500,625	   0	    0	      77	      28	     0
      Q_RR_B_1000_01	    3	      1,000,000	       46,549,000	       21,482,739	   0	    1	     153	      15	     0
      Q_RR_B_1000_02	    3	      1,000,000	       46,360,000	       21,570,319	   0	    0	      61	      15	 5,961
      Q_RR_B_1000_04	    3	      1,000,000	       47,164,000	       21,202,612	   0	    0	     156	      16	     0
      Q_RR_B_1000_08	    3	      1,000,000	       47,529,000	       21,039,786	   0	    0	      68	      18	     0
      Q_RR_B_1000_16	    3	      1,000,000	       47,365,000	       21,112,636	   0	    0	     162	      20	     0
    Q_RR_X_B_0001_01	    3	      1,000,000	       47,793,000	       20,923,566	   0	    0	      61	      18	     0
    Q_RR_X_B_0001_02	    3	      1,000,000	       34,997,000	       28,573,878	   0	    0	     160	      17	     0
    Q_RR_X_B_0001_04	    3	      1,000,000	       21,612,000	       46,270,590	   0	    0	     112	      18	     0
    Q_RR_X_B_0001_08	    3	      1,000,000	       20,974,000	       47,678,078	   0	    0	     146	      15	     0
    Q_RR_X_B_0001_16	    3	      1,000,000	       21,576,000	       46,347,794	   0	    0	     140	      21	     0
    Q_RR_X_B_0010_01	    3	      1,000,000	       46,624,000	       21,448,181	   0	    0	     153	      15	     0
    Q_RR_X_B_0010_02	    3	      1,000,000	       28,336,000	       35,290,796	   0	    0	      79	      17	 5,841
    Q_RR_X_B_0010_04	    3	      1,000,000	       19,460,000	       51,387,461	   0	    0	     133	      10	     0
    Q_RR_X_B_0010_08	    3	      1,000,000	       16,043,000	       62,332,481	   0	    0	     103	      13	     0
    Q_RR_X_B_0010_16	    3	      1,000,000	       25,446,000	       39,298,907	   0	    0	     174	      18	     0
    Q_RR_X_B_0100_01	    3	      1,000,000	       47,485,000	       21,059,282	   0	    0	      61	      18	     0
    Q_RR_X_B_0100_02	    3	      1,000,000	       32,160,000	       31,094,527	   0	    0	     149	      17	     0
    Q_RR_X_B_0100_04	    3	      1,000,000	       18,802,000	       53,185,831	   0	    0	     101	      15	     0
    Q_RR_X_B_0100_08	    3	      1,000,000	       19,697,000	       50,769,153	   0	    0	     138	      15	 2,293
    Q_RR_X_B_0100_16	    3	      1,000,000	       21,900,000	       45,662,100	   0	    0	     149	      19	 5,848
    Q_RR_X_B_1000_01	    3	      1,000,000	       47,169,000	       21,200,365	   0	    1	     156	      14	 2,298
    Q_RR_X_B_1000_02	    3	      1,000,000	       24,384,000	       41,010,499	   0	    0	      63	      13	     0
    Q_RR_X_B_1000_04	    3	      1,000,000	       21,143,000	       47,296,978	   0	    0	     137	      13	     0
    Q_RR_X_B_1000_08	    3	      1,000,000	       15,914,000	       62,837,753	   0	    0	     100	      15	     1
    Q_RR_X_B_1000_16	    3	      1,000,000	       21,214,000	       47,138,682	   0	    0	     146	      19	 2,310
             Q_WC_01	    3	      1,000,000	    1,007,260,000	          992,792	   3	    7	   2,911	     173	 6,010
             Q_WC_02	    3	      1,000,000	    1,077,512,000	          928,064	   3	    6	   3,260	     263	     0
             Q_WC_04	    3	      1,000,000	    1,112,896,000	          898,557	   3	    7	   3,473	     319	     0
             Q_WC_08	    3	      1,000,000	    1,150,158,000	          869,446	   3	    6	   3,571	     390	     0
             Q_WC_16	    3	      1,000,000	    1,176,655,000	          849,867	   3	    7	   3,857	     495	     0
           Q_WC_X_01	    3	      1,000,000	    1,020,176,000	          980,223	   3	    6	   2,953	     178	     0
           Q_WC_X_02	    3	      1,000,000	      606,147,000	        1,649,765	   3	    6	   2,879	     136	     0
           Q_WC_X_04	    3	      1,000,000	      532,482,000	        1,877,998	   3	    8	   3,250	     204	     0
           Q_WC_X_08	    3	      1,000,000	      535,751,000	        1,866,539	   3	    8	   3,564	     407	     0
           Q_WC_X_16	    3	      1,000,000	      796,443,000	        1,255,583	   3	    9	   4,208	   1,753	     0
           R_MEM_01k	    3	      1,000,000	        4,259,000	      234,796,901	   0	    0	       5	       0	     0
           R_MEM_01m	    3	      1,000,000	        5,443,000	      183,722,212	   0	    0	       9	       0	     0
           R_MEM_10m	    3	      1,000,000	       26,473,000	       37,774,336	   0	    0	      27	       0	     0
           R_MEM_50m	    3	      1,000,000	       29,318,000	       34,108,739	   0	    0	      81	       0	     0
           S_MEM_01k	    3	      1,000,000	        4,340,000	      230,414,747	   0	    0	       4	       0	     0
           S_MEM_01m	    3	      1,000,000	        3,036,000	      329,380,764	   0	    0	       4	       0	     0
           S_MEM_10m	    3	      1,000,000	        4,364,000	      229,147,571	   0	    0	       5	       0	     0
           S_MEM_50m	    3	      1,000,000	        2,970,000	      336,700,337	   0	    1	       5	       0	     0

COMMAND LINE: [-XX:+UseConcMarkSweepGC, -Xmx8G]
Conf: {Q.type=disruptor-latest, Q.disruptor.lite-blocking=true, Q.batch-size=500, Q.disruptor.timeout=0}

           Test Name	  Num	     Iterations	          Time ns	       Throughput	  GC	GC ms	  USR ms	  SYS ms	JIT ms
         BATCH_WC_01	    1	      1,000,000	      855,291,000	        1,169,193	   9	    5	   1,030	      41	   199
         BATCH_WC_02	    1	      1,000,000	      397,197,000	        2,517,642	   9	    5	     819	       6	    19
         BATCH_WC_04	    1	      1,000,000	      253,665,000	        3,942,207	   9	    5	     997	       7	     0
         BATCH_WC_08	    1	      1,000,000	      208,643,000	        4,792,876	   9	    5	   1,543	       9	     0
         BATCH_WC_16	    1	      1,000,000	      207,089,000	        4,828,842	   9	    5	   1,503	      10	    26
     GEN_SENTENCES_1	    1	      1,000,000	       21,283,000	       46,985,857	   0	    0	      28	       0	    26
              NOOP_1	    1	      1,000,000	        5,250,000	      190,476,190	   0	    0	       7	       0	    11
       PSUDO_Q_RR_01	    1	      1,000,000	       98,658,000	       10,136,025	   0	    1	     377	       6	    78
       PSUDO_Q_RR_02	    1	      1,000,000	       64,687,000	       15,459,057	   0	    0	     145	       4	    71
       PSUDO_Q_RR_04	    1	      1,000,000	       43,495,000	       22,991,148	   0	    1	     155	       8	     8
       PSUDO_Q_RR_08	    1	      1,000,000	       52,919,000	       18,896,805	   0	    0	     164	       6	 7,095
       PSUDO_Q_RR_16	    1	      1,000,000	       47,610,000	       21,003,991	   0	    0	     100	       9	     8
           Q_PIPE_01	    1	      1,000,000	       45,787,000	       21,840,260	   0	    0	     162	      13	 2,371
           Q_PIPE_02	    1	      1,000,000	       57,061,000	       17,525,105	   0	    0	     246	      24	    59
           Q_PIPE_04	    1	      1,000,000	       66,501,000	       15,037,368	   0	    0	     396	      28	 4,443
           Q_PIPE_08	    1	      1,000,000	      130,942,000	        7,636,969	   0	    0	     805	      72	 5,828
           Q_PIPE_16	    1	      1,000,000	      192,530,000	        5,193,996	   0	    1	   1,265	     186	     3
      Q_RR_B_0001_01	    1	      1,000,000	       62,558,000	       15,985,166	   0	    0	      92	      12	    18
      Q_RR_B_0001_02	    1	      1,000,000	       47,783,000	       20,927,945	   0	    1	     166	      13	 2,162
      Q_RR_B_0001_04	    1	      1,000,000	       44,035,000	       22,709,209	   0	    0	      63	      13	 5,821
      Q_RR_B_0001_08	    1	      1,000,000	       49,654,000	       20,139,364	   0	    0	     171	      19	     0
      Q_RR_B_0001_16	    1	      1,000,000	       46,930,000	       21,308,332	   0	    0	      80	      23	     0
      Q_RR_B_0010_01	    1	      1,000,000	       44,716,000	       22,363,360	   0	    0	     146	      10	     0
      Q_RR_B_0010_02	    1	      1,000,000	       45,053,000	       22,196,080	   0	    0	      60	      13	     0
      Q_RR_B_0010_04	    1	      1,000,000	       48,399,000	       20,661,584	   0	    0	     163	      15	     0
      Q_RR_B_0010_08	    1	      1,000,000	       46,193,000	       21,648,302	   0	    0	      74	      18	 5,808
      Q_RR_B_0010_16	    1	      1,000,000	       49,606,000	       20,158,852	   0	    0	     172	      23	     1
      Q_RR_B_0100_01	    1	      1,000,000	       47,231,000	       21,172,535	   0	    0	      58	      12	 5,764
      Q_RR_B_0100_02	    1	      1,000,000	       46,057,000	       21,712,226	   0	    0	     156	      13	 2,179
      Q_RR_B_0100_04	    1	      1,000,000	       44,802,000	       22,320,432	   0	    0	      61	      13	 5,639
      Q_RR_B_0100_08	    1	      1,000,000	       46,961,000	       21,294,265	   0	    0	     161	      17	     1
      Q_RR_B_0100_16	    1	      1,000,000	       45,026,000	       22,209,390	   0	    0	      73	      18	     0
      Q_RR_B_1000_01	    1	      1,000,000	       42,591,000	       23,479,139	   0	    1	     144	       9	 2,153
      Q_RR_B_1000_02	    1	      1,000,000	       43,879,000	       22,789,945	   0	    0	      56	      11	     0
      Q_RR_B_1000_04	    1	      1,000,000	       44,108,000	       22,671,624	   0	    0	     146	      10	 2,203
      Q_RR_B_1000_08	    1	      1,000,000	       45,118,000	       22,164,103	   0	    0	      64	      12	 5,654
      Q_RR_B_1000_16	    1	      1,000,000	       46,477,000	       21,516,019	   0	    0	     158	      15	 2,170
    Q_RR_X_B_0001_01	    1	      1,000,000	       47,918,000	       20,868,985	   0	    0	      61	      12	 5,791
    Q_RR_X_B_0001_02	    1	      1,000,000	       63,569,000	       15,730,938	   0	    0	     303	      15	 2,276
    Q_RR_X_B_0001_04	    1	      1,000,000	       18,956,000	       52,753,746	   0	    0	      87	      13	     0
    Q_RR_X_B_0001_08	    1	      1,000,000	       21,038,000	       47,533,035	   0	    0	     145	      17	     0
    Q_RR_X_B_0001_16	    1	      1,000,000	       25,215,000	       39,658,933	   0	    0	     169	      25	 5,841
    Q_RR_X_B_0010_01	    1	      1,000,000	       51,706,000	       19,340,115	   0	    0	     214	      11	 4,443
    Q_RR_X_B_0010_02	    1	      1,000,000	       26,944,000	       37,114,014	   0	    0	      65	      10	 5,768
    Q_RR_X_B_0010_04	    1	      1,000,000	       20,056,000	       49,860,391	   0	    1	     130	      11	     0
    Q_RR_X_B_0010_08	    1	      1,000,000	       16,845,000	       59,364,797	   0	    0	     104	      15	     0
    Q_RR_X_B_0010_16	    1	      1,000,000	       25,354,000	       39,441,508	   0	    0	     172	      22	     1
    Q_RR_X_B_0100_01	    1	      1,000,000	       45,975,000	       21,750,952	   0	    0	      59	      10	 5,776
    Q_RR_X_B_0100_02	    1	      1,000,000	       29,886,000	       33,460,483	   0	    1	     137	      10	 2,187
    Q_RR_X_B_0100_04	    1	      1,000,000	       20,434,000	       48,938,044	   0	    0	     101	      19	 5,785
    Q_RR_X_B_0100_08	    1	      1,000,000	       19,259,000	       51,923,776	   0	    0	     134	      15	     0
    Q_RR_X_B_0100_16	    1	      1,000,000	       20,263,000	       49,351,034	   0	    0	     122	      20	     1
    Q_RR_X_B_1000_01	    1	      1,000,000	       45,592,000	       21,933,673	   0	    0	     147	       9	     0
    Q_RR_X_B_1000_02	    1	      1,000,000	       27,367,000	       36,540,359	   0	    0	      66	      10	 5,844
    Q_RR_X_B_1000_04	    1	      1,000,000	       19,716,000	       50,720,227	   0	    0	     129	      10	 2,199
    Q_RR_X_B_1000_08	    1	      1,000,000	       15,334,000	       65,214,556	   0	    0	      97	      13	     0
    Q_RR_X_B_1000_16	    1	      1,000,000	       34,271,000	       29,179,189	   0	    1	     173	      18	     0
             Q_WC_01	    1	      1,000,000	    1,008,053,000	          992,011	   3	    7	   2,884	     131	 6,342
             Q_WC_02	    1	      1,000,000	    1,018,649,000	          981,692	   3	    6	   3,112	     158	    46
             Q_WC_04	    1	      1,000,000	    1,061,576,000	          941,996	   3	    7	   3,318	     203	     0
             Q_WC_08	    1	      1,000,000	    1,070,885,000	          933,807	   3	    6	   3,392	     259	     0
             Q_WC_16	    1	      1,000,000	    1,202,711,000	          831,455	   3	    7	   3,849	     474	     0
           Q_WC_X_01	    1	      1,000,000	      998,660,000	        1,001,342	   3	    7	   2,874	     126	     0
           Q_WC_X_02	    1	      1,000,000	      610,466,000	        1,638,093	   3	    6	   2,846	     109	     0
           Q_WC_X_04	    1	      1,000,000	      522,677,000	        1,913,227	   3	    8	   3,048	     195	     0
           Q_WC_X_08	    1	      1,000,000	      580,722,000	        1,721,994	   3	    8	   3,614	     558	     0
           Q_WC_X_16	    1	      1,000,000	      885,357,000	        1,129,488	   3	   10	   4,432	   1,787	     0
           R_MEM_01k	    1	      1,000,000	       21,647,000	       46,195,778	   0	    0	      29	       1	     8
           R_MEM_01m	    1	      1,000,000	        9,370,000	      106,723,586	   0	    0	      27	       0	     3
           R_MEM_10m	    1	      1,000,000	       26,241,000	       38,108,304	   0	    0	      27	       0	     0
           R_MEM_50m	    1	      1,000,000	       28,745,000	       34,788,659	   0	    0	      74	       0	     0
           S_MEM_01k	    1	      1,000,000	       13,685,000	       73,072,707	   0	    0	      20	       0	 5,793
           S_MEM_01m	    1	      1,000,000	        2,936,000	      340,599,455	   0	    0	       6	       0	     3
           S_MEM_10m	    1	      1,000,000	        4,497,000	      222,370,469	   0	    0	       4	       1	     0
           S_MEM_50m	    1	      1,000,000	        3,408,000	      293,427,230	   0	    0	       8	       0	     0

         BATCH_WC_01	    2	      1,000,000	      742,940,000	        1,346,004	   1	    2	   1,410	       4	     0
         BATCH_WC_02	    2	      1,000,000	      386,358,000	        2,588,273	   1	    3	   1,114	       4	     0
         BATCH_WC_04	    2	      1,000,000	      233,722,000	        4,278,587	   1	    2	   1,147	       4	     0
         BATCH_WC_08	    2	      1,000,000	      215,182,000	        4,647,229	   1	    2	   1,653	       5	     0
         BATCH_WC_16	    2	      1,000,000	      215,910,000	        4,631,559	   1	    2	   1,593	       6	     0
     GEN_SENTENCES_1	    2	      1,000,000	       11,390,000	       87,796,313	   0	    0	      15	       0	     3
              NOOP_1	    2	      1,000,000	          186,000	    5,376,344,086	   0	    0	       0	       0	     0
       PSUDO_Q_RR_01	    2	      1,000,000	       54,642,000	       18,300,941	   0	    0	      56	       6	     0
       PSUDO_Q_RR_02	    2	      1,000,000	       49,475,000	       20,212,228	   0	    0	     157	       2	     1
       PSUDO_Q_RR_04	    2	      1,000,000	       48,423,000	       20,651,343	   0	    0	      71	       3	     0
       PSUDO_Q_RR_08	    2	      1,000,000	       46,090,000	       21,696,680	   0	    0	     165	       4	     0
       PSUDO_Q_RR_16	    2	      1,000,000	       50,450,000	       19,821,606	   0	    0	     116	       7	     0
           Q_PIPE_01	    2	      1,000,000	       33,394,000	       29,945,499	   0	    0	     102	       8	     0
           Q_PIPE_02	    2	      1,000,000	       50,470,000	       19,813,751	   0	    0	      94	      20	     1
           Q_PIPE_04	    2	      1,000,000	       74,832,000	       13,363,267	   0	    0	     415	      33	 4,581
           Q_PIPE_08	    2	      1,000,000	       92,378,000	       10,825,088	   0	    0	     581	      63	 5,846
           Q_PIPE_16	    2	      1,000,000	      202,513,000	        4,937,955	   0	    0	   1,342	     175	 4,676
      Q_RR_B_0001_01	    2	      1,000,000	       49,221,000	       20,316,532	   0	    0	      63	      12	     0
      Q_RR_B_0001_02	    2	      1,000,000	       44,991,000	       22,226,668	   0	    1	     153	      12	     0
      Q_RR_B_0001_04	    2	      1,000,000	       44,789,000	       22,326,911	   0	    0	      67	      15	     0
      Q_RR_B_0001_08	    2	      1,000,000	       50,181,000	       19,927,861	   0	    0	     176	      19	 2,310
      Q_RR_B_0001_16	    2	      1,000,000	       48,597,000	       20,577,402	   0	    0	      84	      23	     0
      Q_RR_B_0010_01	    2	      1,000,000	       43,825,000	       22,818,026	   0	    0	     145	       9	     0
      Q_RR_B_0010_02	    2	      1,000,000	       45,136,000	       22,155,264	   0	    0	      62	      12	     0
      Q_RR_B_0010_04	    2	      1,000,000	       46,899,000	       21,322,416	   0	    0	     163	      14	 2,348
