COMMAND LINE: [-XX:+UseConcMarkSweepGC, -Xmx8G]
Conf: {}

           Test Name	  Num	     Iterations	          Time ns	       Throughput	  GC	GC ms	  USR ms	  SYS ms	JIT ms
    Q_RR_X_B_1000_16	    3	      1,000,000	       22,548,000	       44,349,831	   0	    0	     133	      32	     0
             Q_WC_01	    3	      1,000,000	    1,900,644,000	          526,137	   2	    4	   2,240	   1,073	 4,602
             Q_WC_02	    3	      1,000,000	    4,023,206,000	          248,558	   2	    5	   4,186	   4,713	     0
             Q_WC_04	    3	      1,000,000	   11,236,740,000	           88,994	   2	    4	  11,566	  22,522	     0
             Q_WC_08	    3	      1,000,000	   19,844,932,000	           50,391	   3	    7	  21,344	  46,753	     0
             Q_WC_16	    3	      1,000,000	   24,935,312,000	           40,104	   3	    6	  26,855	  59,835	     0
           Q_WC_X_01	    3	      1,000,000	    1,862,114,000	          537,024	   2	    4	   2,197	   1,044	     0
           Q_WC_X_02	    3	      1,000,000	    1,788,496,000	          559,129	   2	    4	   3,240	   2,330	     0
           Q_WC_X_04	    3	      1,000,000	    2,702,452,000	          370,034	   2	    4	   6,503	   7,400	     0
           Q_WC_X_08	    3	      1,000,000	    2,282,076,000	          438,198	   2	    4	   7,230	   7,908	     0
           Q_WC_X_16	    3	      1,000,000	    2,803,542,000	          356,692	   2	    5	   8,421	  11,825	     0
           R_MEM_01k	    3	      1,000,000	        3,051,000	      327,761,390	   0	    0	       3	       0	     0
           R_MEM_01m	    3	      1,000,000	        5,022,000	      199,123,855	   0	    0	       5	       0	     0
           R_MEM_10m	    3	      1,000,000	       26,147,000	       38,245,305	   0	    0	      26	       0	     0
           R_MEM_50m	    3	      1,000,000	       28,762,000	       34,768,097	   0	    0	      28	       0	     0
           S_MEM_01k	    3	      1,000,000	        4,312,000	      231,910,946	   0	    0	       4	       0	     0
           S_MEM_01m	    3	      1,000,000	        3,388,000	      295,159,386	   0	    0	       4	       0	     0
           S_MEM_10m	    3	      1,000,000	        3,030,000	      330,033,003	   0	    0	       3	       0	     0
           S_MEM_50m	    3	      1,000,000	        2,966,000	      337,154,417	   0	    0	       3	       0	     0

COMMAND LINE: [-XX:+UseConcMarkSweepGC, -Xmx8G]
Conf: {Q.type=disruptor-latest, Q.disruptor.timeout=0}

           Test Name	  Num	     Iterations	          Time ns	       Throughput	  GC	GC ms	  USR ms	  SYS ms	JIT ms
         BATCH_WC_01	    1	      1,000,000	      853,868,000	        1,171,141	   9	    6	   1,003	      38	   169
         BATCH_WC_02	    1	      1,000,000	      402,341,000	        2,485,454	   9	    5	     834	       7	    21
         BATCH_WC_04	    1	      1,000,000	      255,012,000	        3,921,384	   9	    5	     988	       9	     0
         BATCH_WC_08	    1	      1,000,000	      223,237,000	        4,479,544	   9	    5	   1,515	      12	     0
         BATCH_WC_16	    1	      1,000,000	      211,391,000	        4,730,570	   9	    6	   1,499	      13	     1
     GEN_SENTENCES_1	    1	      1,000,000	       19,055,000	       52,479,664	   0	    0	      28	       1	    30
              NOOP_1	    1	      1,000,000	        7,509,000	      133,173,525	   0	    0	      10	       0	     3
       PSUDO_Q_RR_01	    1	      1,000,000	       91,369,000	       10,944,631	   0	    0	     344	       5	    73
       PSUDO_Q_RR_02	    1	      1,000,000	       43,338,000	       23,074,438	   0	    0	      68	       1	    18
       PSUDO_Q_RR_04	    1	      1,000,000	       61,745,000	       16,195,643	   0	    1	     192	       2	     0
       PSUDO_Q_RR_08	    1	      1,000,000	       61,975,000	       16,135,539	   0	    0	      94	       1	     0
       PSUDO_Q_RR_16	    1	      1,000,000	      109,069,000	        9,168,508	   0	    0	     151	       2	     1
           Q_PIPE_01	    1	      1,000,000	      153,681,000	        6,506,985	   0	    1	     648	      48	 2,819
           Q_PIPE_02	    1	      1,000,000	      124,043,000	        8,061,721	   0	    0	     237	      87	 4,717
           Q_PIPE_04	    1	      1,000,000	      146,512,000	        6,825,379	   0	    0	     627	     149	     2
           Q_PIPE_08	    1	      1,000,000	      158,899,000	        6,293,306	   0	    0	     700	     255	     0
           Q_PIPE_16	    1	      1,000,000	      247,758,000	        4,036,197	   0	    0	   1,427	     331	 2,219
      Q_RR_B_0001_01	    1	      1,000,000	      131,196,000	        7,622,184	   0	    0	     154	      82	 4,711
      Q_RR_B_0001_02	    1	      1,000,000	      309,845,000	        3,227,420	   0	    0	     810	     252	 2,244
      Q_RR_B_0001_04	    1	      1,000,000	      856,953,000	        1,166,925	   0	    0	     762	   1,828	     0
      Q_RR_B_0001_08	    1	      1,000,000	      585,314,000	        1,708,485	   0	    0	   1,763	   1,287	     0
      Q_RR_B_0001_16	    1	      1,000,000	    2,321,299,000	          430,793	   0	    8	   2,790	   5,305	     0
      Q_RR_B_0010_01	    1	      1,000,000	      108,054,000	        9,254,632	   0	    0	     112	      68	     0
      Q_RR_B_0010_02	    1	      1,000,000	      104,410,000	        9,577,627	   0	    0	     309	     114	 2,136
      Q_RR_B_0010_04	    1	      1,000,000	      245,391,000	        4,075,129	   0	    0	     250	     433	     0
      Q_RR_B_0010_08	    1	      1,000,000	      301,118,000	        3,320,957	   0	    0	     923	     634	 2,136
      Q_RR_B_0010_16	    1	      1,000,000	      251,370,000	        3,978,199	   0	    0	     257	     461	     0
      Q_RR_B_0100_01	    1	      1,000,000	      105,123,000	        9,512,666	   0	    0	     309	      68	     1
      Q_RR_B_0100_02	    1	      1,000,000	       84,451,000	       11,841,186	   0	    0	     101	      67	 4,826
      Q_RR_B_0100_04	    1	      1,000,000	       62,384,000	       16,029,751	   0	    0	     209	      62	 2,144
      Q_RR_B_0100_08	    1	      1,000,000	       80,487,000	       12,424,367	   0	    0	      96	      63	     0
      Q_RR_B_0100_16	    1	      1,000,000	       65,057,000	       15,371,136	   0	    1	     217	      65	 2,141
      Q_RR_B_1000_01	    1	      1,000,000	      122,504,000	        8,162,999	   0	    0	     134	      74	 5,037
      Q_RR_B_1000_02	    1	      1,000,000	      103,096,000	        9,699,697	   0	    0	     313	      62	 2,160
      Q_RR_B_1000_04	    1	      1,000,000	      105,791,000	        9,452,600	   0	    0	     114	      67	     0
      Q_RR_B_1000_08	    1	      1,000,000	      101,206,000	        9,880,837	   0	    0	     313	      62	 4,376
      Q_RR_B_1000_16	    1	      1,000,000	      107,262,000	        9,322,966	   0	    0	     112	      71	 4,717
    Q_RR_X_B_0001_01	    1	      1,000,000	      112,611,000	        8,880,127	   0	    1	     349	      67	 2,164
    Q_RR_X_B_0001_02	    1	      1,000,000	      141,658,000	        7,059,255	   0	    0	     185	     202	 4,758
    Q_RR_X_B_0001_04	    1	      1,000,000	      203,722,000	        4,908,650	   0	    1	     797	     580	 2,155
    Q_RR_X_B_0001_08	    1	      1,000,000	      184,543,000	        5,418,791	   0	    0	     518	     807	 4,646
    Q_RR_X_B_0001_16	    1	      1,000,000	      238,615,000	        4,190,851	   0	    1	     742	     971	     0
    Q_RR_X_B_0010_01	    1	      1,000,000	      127,391,000	        7,849,848	   0	    0	     137	      75	     0
    Q_RR_X_B_0010_02	    1	      1,000,000	      104,628,000	        9,557,671	   0	    0	     353	     139	     0
    Q_RR_X_B_0010_04	    1	      1,000,000	      140,934,000	        7,095,520	   0	    0	     270	     324	     0
    Q_RR_X_B_0010_08	    1	      1,000,000	       61,492,000	       16,262,278	   0	    1	     294	     140	     0
    Q_RR_X_B_0010_16	    1	      1,000,000	       41,067,000	       24,350,452	   0	    0	     156	     121	     0
    Q_RR_X_B_0100_01	    1	      1,000,000	      117,028,000	        8,544,964	   0	    0	     346	      76	 2,164
    Q_RR_X_B_0100_02	    1	      1,000,000	       82,020,000	       12,192,148	   0	    0	     123	      96	     1
    Q_RR_X_B_0100_04	    1	      1,000,000	      119,127,000	        8,394,403	   0	    0	     456	     168	 2,156
    Q_RR_X_B_0100_08	    1	      1,000,000	       46,933,000	       21,306,970	   0	    0	     151	      91	     4
    Q_RR_X_B_0100_16	    1	      1,000,000	       22,283,000	       44,877,261	   0	    0	     137	      33	     0
    Q_RR_X_B_1000_01	    1	      1,000,000	      114,118,000	        8,762,859	   0	    0	     123	      69	     0
    Q_RR_X_B_1000_02	    1	      1,000,000	       97,202,000	       10,287,854	   0	    0	     348	      92	 2,167
    Q_RR_X_B_1000_04	    1	      1,000,000	       51,672,000	       19,352,841	   0	    0	     135	      91	 4,817
    Q_RR_X_B_1000_08	    1	      1,000,000	       24,777,000	       40,360,011	   0	    0	     151	      31	     0
    Q_RR_X_B_1000_16	    1	      1,000,000	       17,258,000	       57,944,142	   0	    0	      92	      28	     0
             Q_WC_01	    1	      1,000,000	    1,366,291,000	          731,909	   2	    4	   4,705	     523	    58
             Q_WC_02	    1	      1,000,000	    1,982,573,000	          504,395	   2	    4	   5,303	   1,890	    44
             Q_WC_04	    1	      1,000,000	    8,287,203,000	          120,668	   2	  105	  18,763	  16,568	     0
             Q_WC_08	    1	      1,000,000	   18,417,655,000	           54,296	   4	   85	  28,552	  40,639	     0
             Q_WC_16	    1	      1,000,000	   22,889,396,000	           43,688	   3	    7	  21,999	  49,228	 4,354
           Q_WC_X_01	    1	      1,000,000	    1,227,412,000	          814,722	   2	    5	   1,817	     434	     0
           Q_WC_X_02	    1	      1,000,000	    1,492,163,000	          670,168	   2	    4	   3,055	   1,669	 2,232
           Q_WC_X_04	    1	      1,000,000	    2,186,947,000	          457,258	   2	    4	   5,805	   5,576	     0
           Q_WC_X_08	    1	      1,000,000	    1,872,252,000	          534,116	   2	    4	   6,354	   6,278	     0
           Q_WC_X_16	    1	      1,000,000	    2,066,447,000	          483,922	   2	    4	   6,935	   8,889	     0
           R_MEM_01k	    1	      1,000,000	       21,655,000	       46,178,712	   0	    0	      28	       2	     7
           R_MEM_01m	    1	      1,000,000	       10,382,000	       96,320,555	   0	    0	      15	       0	     4
           R_MEM_10m	    1	      1,000,000	       25,936,000	       38,556,447	   0	    0	      26	       0	     0
           R_MEM_50m	    1	      1,000,000	       32,131,000	       31,122,592	   0	    0	      32	       0	     0
           S_MEM_01k	    1	      1,000,000	       13,591,000	       73,578,103	   0	    0	      21	       0	 2,166
           S_MEM_01m	    1	      1,000,000	        2,944,000	      339,673,913	   0	    0	       6	       0	     2
           S_MEM_10m	    1	      1,000,000	        4,538,000	      220,361,393	   0	    0	       5	       0	     0
           S_MEM_50m	    1	      1,000,000	        2,872,000	      348,189,415	   0	    0	       3	       0	     0

         BATCH_WC_01	    2	      1,000,000	      728,846,000	        1,372,032	   1	    2	     740	       2	     0
         BATCH_WC_02	    2	      1,000,000	      381,775,000	        2,619,344	   1	    3	     769	       2	     0
         BATCH_WC_04	    2	      1,000,000	      222,651,000	        4,491,334	   1	    2	     866	       4	     0
         BATCH_WC_08	    2	      1,000,000	      196,041,000	        5,100,974	   1	    2	   1,504	       4	     0
         BATCH_WC_16	    2	      1,000,000	      195,261,000	        5,121,350	   1	    2	   1,461	       5	     0
     GEN_SENTENCES_1	    2	      1,000,000	       12,050,000	       82,987,552	   0	    0	      15	       0	     3
              NOOP_1	    2	      1,000,000	          261,000	    3,831,417,625	   0	    0	       1	       0	     0
       PSUDO_Q_RR_01	    2	      1,000,000	       66,013,000	       15,148,531	   0	    0	      66	       0	     0
       PSUDO_Q_RR_02	    2	      1,000,000	       64,693,000	       15,457,623	   0	    0	      70	       0	     0
       PSUDO_Q_RR_04	    2	      1,000,000	       61,811,000	       16,178,350	   0	    0	      78	       0	     0
       PSUDO_Q_RR_08	    2	      1,000,000	       68,736,000	       14,548,417	   0	    0	     102	       1	     0
       PSUDO_Q_RR_16	    2	      1,000,000	      111,612,000	        8,959,610	   0	    0	     158	       1	     0
           Q_PIPE_01	    2	      1,000,000	      100,985,000	        9,902,461	   0	    0	     115	      57	 2,284
           Q_PIPE_02	    2	      1,000,000	      125,857,000	        7,945,525	   0	    0	     174	     102	     1
           Q_PIPE_04	    2	      1,000,000	      133,918,000	        7,467,256	   0	    0	     351	     139	 6,855
           Q_PIPE_08	    2	      1,000,000	      171,064,000	        5,845,765	   0	    0	     713	     331	 2,293
           Q_PIPE_16	    2	      1,000,000	      195,852,000	        5,105,896	   0	    0	   1,235	     285	 2,299
      Q_RR_B_0001_01	    2	      1,000,000	      107,243,000	        9,324,618	   0	    0	     112	      68	     0
      Q_RR_B_0001_02	    2	      1,000,000	      201,322,000	        4,967,167	   0	    0	     186	     246	     0
      Q_RR_B_0001_04	    2	      1,000,000	    1,312,288,000	          762,028	   0	    0	   1,162	   2,767	     0
      Q_RR_B_0001_08	    2	      1,000,000	    2,240,959,000	          446,238	   0	    0	   1,983	   4,894	     0
      Q_RR_B_0001_16	    2	      1,000,000	    2,275,083,000	          439,544	   0	    0	   2,012	   5,014	     0
      Q_RR_B_0010_01	    2	      1,000,000	      111,622,000	        8,958,807	   0	    0	     115	      70	     0
      Q_RR_B_0010_02	    2	      1,000,000	      130,654,000	        7,653,803	   0	    0	     150	     148	     0
      Q_RR_B_0010_04	    2	      1,000,000	      234,357,000	        4,266,994	   0	    0	     250	     423	     0
      Q_RR_B_0010_08	    2	      1,000,000	      250,455,000	        3,992,733	   0	    0	     261	     455	     0
      Q_RR_B_0010_16	    2	      1,000,000	      272,247,000	        3,673,135	   0	    0	     292	     561	 2,317
      Q_RR_B_0100_01	    2	      1,000,000	      109,195,000	        9,157,928	   0	    0	     116	      68	     0
      Q_RR_B_0100_02	    2	      1,000,000	       85,145,000	       11,744,671	   0	    0	     104	      63	     0
      Q_RR_B_0100_04	    2	      1,000,000	       80,842,000	       12,369,808	   0	    0	     100	      61	     0
      Q_RR_B_0100_08	    2	      1,000,000	       75,593,000	       13,228,738	   0	    0	      94	      58	     0
      Q_RR_B_0100_16	    2	      1,000,000	       73,927,000	       13,526,858	   0	    0	      94	      58	 2,327
      Q_RR_B_1000_01	    2	      1,000,000	      111,431,000	        8,974,163	   0	    0	     125	      69	 4,592
      Q_RR_B_1000_02	    2	      1,000,000	      108,100,000	        9,250,694	   0	    0	     119	      65	     0
      Q_RR_B_1000_04	    2	      1,000,000	      108,234,000	        9,239,241	   0	    0	     116	      68	     0
      Q_RR_B_1000_08	    2	      1,000,000	      104,993,000	        9,524,444	   0	    0	     113	      66	     0
      Q_RR_B_1000_16	    2	      1,000,000	      103,892,000	        9,625,380	   0	    0	     115	      65	     0
    Q_RR_X_B_0001_01	    2	      1,000,000	      109,527,000	        9,130,169	   0	    0	     117	      68	     0
    Q_RR_X_B_0001_02	    2	      1,000,000	      136,606,000	        7,320,323	   0	    0	     183	     192	     0
    Q_RR_X_B_0001_04	    2	      1,000,000	      178,234,000	        5,610,602	   0	    0	     334	     544	     0
    Q_RR_X_B_0001_08	    2	      1,000,000	      223,390,000	        4,476,476	   0	    0	     561	     995	     0
    Q_RR_X_B_0001_16	    2	      1,000,000	      113,363,000	        8,821,220	   0	    0	     385	     489	 2,287
    Q_RR_X_B_0010_01	    2	      1,000,000	      112,100,000	        8,920,607	   0	    0	     117	      70	     0
    Q_RR_X_B_0010_02	    2	      1,000,000	       98,294,000	       10,173,561	   0	    0	     147	     131	     0
    Q_RR_X_B_0010_04	    2	      1,000,000	      116,590,000	        8,577,065	   0	    0	     245	     287	 2,267
    Q_RR_X_B_0010_08	    2	      1,000,000	      100,222,000	        9,977,849	   0	    0	     272	     287	     0
    Q_RR_X_B_0010_16	    2	      1,000,000	       37,821,000	       26,440,337	   0	    0	     154	     112	     0
    Q_RR_X_B_0100_01	    2	      1,000,000	      110,506,000	        9,049,282	   0	    0	     117	      69	     0
    Q_RR_X_B_0100_02	    2	      1,000,000	       78,721,000	       12,703,091	   0	    0	     121	      91	     0
    Q_RR_X_B_0100_04	    2	      1,000,000	       65,391,000	       15,292,624	   0	    0	     157	     132	     0
    Q_RR_X_B_0100_08	    2	      1,000,000	       63,751,000	       15,686,028	   0	    0	     176	     113	     0
    Q_RR_X_B_0100_16	    2	      1,000,000	       19,360,000	       51,652,893	   0	    0	     103	      32	 2,270
    Q_RR_X_B_1000_01	    2	      1,000,000	      113,882,000	        8,781,019	   0	    0	     119	      70	 4,554
    Q_RR_X_B_1000_02	    2	      1,000,000	       78,569,000	       12,727,666	   0	    0	     128	      81	 2,284
    Q_RR_X_B_1000_04	    2	      1,000,000	       53,517,000	       18,685,651	   0	    0	     148	      92	     0
    Q_RR_X_B_1000_08	    2	      1,000,000	       31,529,000	       31,716,832	   0	    0	     136	      68	     0
    Q_RR_X_B_1000_16	    2	      1,000,000	       22,770,000	       43,917,435	   0	    0	     109	      39	     0
             Q_WC_01	    2	      1,000,000	    1,205,562,000	          829,489	   2	    4	   1,799	     421	 2,288
             Q_WC_02	    2	      1,000,000	    2,059,078,000	          485,654	   2	    4	   2,906	   2,092	     0
             Q_WC_04	    2	      1,000,000	    9,362,702,000	          106,807	   2	    5	  10,191	  18,487	     0
             Q_WC_08	    2	      1,000,000	   18,443,824,000	           54,219	   3	    6	  18,130	  38,885	     0
             Q_WC_16	    2	      1,000,000	   22,865,452,000	           43,734	   3	    6	  21,847	  48,780	     0
           Q_WC_X_01	    2	      1,000,000	    1,218,267,000	          820,838	   2	    4	   1,797	     440	     0
           Q_WC_X_02	    2	      1,000,000	    1,578,148,000	          633,654	   2	    4	   3,075	   1,816	     0
           Q_WC_X_04	    2	      1,000,000	    2,189,140,000	          456,800	   2	    4	   5,554	   5,646	     0
           Q_WC_X_08	    2	      1,000,000	    1,853,173,000	          539,615	   2	    4	   6,409	   6,452	     0
           Q_WC_X_16	    2	      1,000,000	    1,960,188,000	          510,155	   2	    5	   6,679	   8,321	     0
           R_MEM_01k	    2	      1,000,000	        4,682,000	      213,583,938	   0	    0	       5	       0	     0
           R_MEM_01m	    2	      1,000,000	        4,936,000	      202,593,193	   0	    0	       5	       0	     0
           R_MEM_10m	    2	      1,000,000	       25,860,000	       38,669,760	   0	    0	      25	       0	     0
           R_MEM_50m	    2	      1,000,000	       30,267,000	       33,039,284	   0	    0	      30	       0	     0
           S_MEM_01k	    2	      1,000,000	        2,978,000	      335,795,836	   0	    0	       3	       0	     0
           S_MEM_01m	    2	      1,000,000	        2,916,000	      342,935,528	   0	    0	       3	       0	     0
           S_MEM_10m	    2	      1,000,000	        3,006,000	      332,667,997	   0	    0	       3	       0	     0
           S_MEM_50m	    2	      1,000,000	        2,964,000	      337,381,916	   0	    0	       3	       0	     0

         BATCH_WC_01	    3	      1,000,000	      750,126,000	        1,333,109	   1	    3	     759	       3	     0
         BATCH_WC_02	    3	      1,000,000	      389,624,000	        2,566,577	   1	    2	     785	       3	     0
         BATCH_WC_04	    3	      1,000,000	      276,158,000	        3,621,115	   1	    2	   1,057	       5	     0
         BATCH_WC_08	    3	      1,000,000	      196,775,000	        5,081,946	   1	    2	   1,490	       4	     0
         BATCH_WC_16	    3	      1,000,000	      196,429,000	        5,090,898	   1	    3	   1,433	       5	     0
     GEN_SENTENCES_1	    3	      1,000,000	       11,679,000	       85,623,769	   0	    0	      12	       0	     0
              NOOP_1	    3	      1,000,000	            1,000	1,000,000,000,000	   0	    0	       0	       0	     0
       PSUDO_Q_RR_01	    3	      1,000,000	       65,618,000	       15,239,721	   0	    0	      65	       1	     0
       PSUDO_Q_RR_02	    3	      1,000,000	       62,058,000	       16,113,958	   0	    0	      68	       0	     0
       PSUDO_Q_RR_04	    3	      1,000,000	       63,068,000	       15,855,902	   0	    0	      78	       1	     0
       PSUDO_Q_RR_08	    3	      1,000,000	       72,091,000	       13,871,357	   0	    0	     107	       1	     0
       PSUDO_Q_RR_16	    3	      1,000,000	      113,509,000	        8,809,874	   0	    0	     158	       2	     0
           Q_PIPE_01	    3	      1,000,000	      109,838,000	        9,104,317	   0	    0	     141	      50	     0
           Q_PIPE_02	    3	      1,000,000	      116,102,000	        8,613,116	   0	    0	     170	      89	     0
           Q_PIPE_04	    3	      1,000,000	      131,475,000	        7,606,009	   0	    0	     335	     142	     0
           Q_PIPE_08	    3	      1,000,000	      167,601,000	        5,966,552	   0	    0	     715	     308	 2,405
           Q_PIPE_16	    3	      1,000,000	      301,946,000	        3,311,850	   0	    0	   1,343	     600	     0
      Q_RR_B_0001_01	    3	      1,000,000	      116,259,000	        8,601,485	   0	    0	     136	      49	     0
      Q_RR_B_0001_02	    3	      1,000,000	      184,150,000	        5,430,356	   0	    0	     175	     218	     0
      Q_RR_B_0001_04	    3	      1,000,000	      589,842,000	        1,695,369	   0	    0	     555	   1,226	     0
      Q_RR_B_0001_08	    3	      1,000,000	    2,096,111,000	          477,074	   0	    0	   2,314	   5,651	     0
      Q_RR_B_0001_16	    3	      1,000,000	    2,393,431,000	          417,810	   0	    0	   2,375	   6,142	     0
      Q_RR_B_0010_01	    3	      1,000,000	      102,694,000	        9,737,667	   0	    0	     111	      62	 2,392
      Q_RR_B_0010_02	    3	      1,000,000	      120,604,000	        8,291,599	   0	    0	     166	     134	 2,446
      Q_RR_B_0010_04	    3	      1,000,000	      233,615,000	        4,280,547	   0	    0	     258	     448	     0
      Q_RR_B_0010_08	    3	      1,000,000	      275,845,000	        3,625,224	   0	    0	     289	     543	     0
      Q_RR_B_0010_16	    3	      1,000,000	      264,061,000	        3,787,004	   0	    0	     327	     671	     0
      Q_RR_B_0100_01	    3	      1,000,000	      112,186,000	        8,913,768	   0	    0	     117	      69	     0
      Q_RR_B_0100_02	    3	      1,000,000	       83,742,000	       11,941,439	   0	    0	     102	      64	     0
      Q_RR_B_0100_04	    3	      1,000,000	       79,420,000	       12,591,287	   0	    0	      98	      60	     0
      Q_RR_B_0100_08	    3	      1,000,000	       74,483,000	       13,425,882	   0	    0	      94	      57	     0
      Q_RR_B_0100_16	    3	      1,000,000	       73,179,000	       13,665,123	   0	    0	      92	      57	     0
      Q_RR_B_1000_01	    3	      1,000,000	      110,409,000	        9,057,233	   0	    0	     117	      68	     0
      Q_RR_B_1000_02	    3	      1,000,000	      102,690,000	        9,738,047	   0	    0	     112	      59	 2,369
      Q_RR_B_1000_04	    3	      1,000,000	      104,586,000	        9,561,509	   0	    0	     115	      64	     0
      Q_RR_B_1000_08	    3	      1,000,000	      103,929,000	        9,621,953	   0	    0	     113	      64	     0
      Q_RR_B_1000_16	    3	      1,000,000	      102,814,000	        9,726,302	   0	    0	     114	      63	     0
    Q_RR_X_B_0001_01	    3	      1,000,000	      106,433,000	        9,395,582	   0	    0	     116	      64	     0
    Q_RR_X_B_0001_02	    3	      1,000,000	      140,654,000	        7,109,645	   0	    0	     180	     201	     0
    Q_RR_X_B_0001_04	    3	      1,000,000	      179,176,000	        5,581,105	   0	    0	     332	     545	     0
    Q_RR_X_B_0001_08	    3	      1,000,000	      166,287,000	        6,013,699	   0	    0	     474	     749	     0
    Q_RR_X_B_0001_16	    3	      1,000,000	      120,715,000	        8,283,975	   0	    0	     401	     533	     0
    Q_RR_X_B_0010_01	    3	      1,000,000	      110,683,000	        9,034,811	   0	    0	     118	      68	 2,271
    Q_RR_X_B_0010_02	    3	      1,000,000	       98,540,000	       10,148,163	   0	    0	     145	     134	     0
    Q_RR_X_B_0010_04	    3	      1,000,000	      153,799,000	        6,501,993	   0	    0	     292	     335	     0
    Q_RR_X_B_0010_08	    3	      1,000,000	       80,713,000	       12,389,578	   0	    0	     239	     247	     0
    Q_RR_X_B_0010_16	    3	      1,000,000	       36,817,000	       27,161,366	   0	    0	     154	     107	 2,344
    Q_RR_X_B_0100_01	    3	      1,000,000	      108,513,000	        9,215,486	   0	    0	     117	      66	     0
    Q_RR_X_B_0100_02	    3	      1,000,000	       80,340,000	       12,447,100	   0	    0	     122	      94	     0
    Q_RR_X_B_0100_04	    3	      1,000,000	      116,900,000	        8,554,320	   0	    0	     226	     186	     0
    Q_RR_X_B_0100_08	    3	      1,000,000	       40,623,000	       24,616,597	   0	    0	     147	      88	 2,285
    Q_RR_X_B_0100_16	    3	      1,000,000	       17,785,000	       56,227,158	   0	    0	     100	      32	 2,292
    Q_RR_X_B_1000_01	    3	      1,000,000	      104,354,000	        9,582,766	   0	    0	     116	      61	     0
    Q_RR_X_B_1000_02	    3	      1,000,000	       78,562,000	       12,728,800	   0	    0	     127	      83	     0
    Q_RR_X_B_1000_04	    3	      1,000,000	       60,695,000	       16,475,822	   0	    0	     154	      98	     0
    Q_RR_X_B_1000_08	    3	      1,000,000	       27,268,000	       36,673,023	   0	    0	     123	      48	     0
    Q_RR_X_B_1000_16	    3	      1,000,000	       21,895,000	       45,672,528	   0	    0	     107	      34	     0
             Q_WC_01	    3	      1,000,000	    1,237,915,000	          807,810	   2	    4	   1,819	     449	 2,282
             Q_WC_02	    3	      1,000,000	    1,960,627,000	          510,041	   2	    4	   2,857	   1,947	     0
             Q_WC_04	    3	      1,000,000	    9,082,985,000	          110,096	   2	    4	   9,948	  18,095	     0
             Q_WC_08	    3	      1,000,000	   17,621,341,000	           56,749	   3	    6	  18,163	  39,617	     0
             Q_WC_16	    3	      1,000,000	   23,065,014,000	           43,356	   3	    7	  21,879	  49,837	     0
           Q_WC_X_01	    3	      1,000,000	    1,233,174,000	          810,916	   2	    4	   1,811	     446	     0
           Q_WC_X_02	    3	      1,000,000	    1,499,222,000	          667,013	   2	    5	   3,091	   1,649	     0
           Q_WC_X_04	    3	      1,000,000	    2,162,266,000	          462,478	   2	    4	   5,694	   5,622	     0
           Q_WC_X_08	    3	      1,000,000	    1,820,684,000	          549,244	   2	    5	   6,032	   5,727	     0
           Q_WC_X_16	    3	      1,000,000	    2,254,079,000	          443,640	   2	    4	   7,123	   9,903	     0
           R_MEM_01k	    3	      1,000,000	        3,077,000	      324,991,875	   0	    0	       3	       0	     0
           R_MEM_01m	    3	      1,000,000	        4,986,000	      200,561,572	   0	    0	       5	       0	     0
           R_MEM_10m	    3	      1,000,000	       23,759,000	       42,089,314	   0	    0	      24	       0	     0
           R_MEM_50m	    3	      1,000,000	       30,525,000	       32,760,033	   0	    0	      30	       0	     0
           S_MEM_01k	    3	      1,000,000	        2,916,000	      342,935,528	   0	    0	       3	       0	     0
           S_MEM_01m	    3	      1,000,000	        3,144,000	      318,066,158	   0	    0	       4	       0	     0
           S_MEM_10m	    3	      1,000,000	        4,457,000	      224,366,166	   0	    0	       4	       0	     0
           S_MEM_50m	    3	      1,000,000	        2,954,000	      338,524,035	   0	    0	       3	       0	     0

COMMAND LINE: [-XX:+UseConcMarkSweepGC, -Xmx8G]
Conf: {Q.type=disruptor-latest, Q.disruptor.lite-blocking=true, Q.disruptor.timeout=0}

           Test Name	  Num	     Iterations	          Time ns	       Throughput	  GC	GC ms	  USR ms	  SYS ms	JIT ms
         BATCH_WC_01	    1	      1,000,000	      834,648,000	        1,198,110	   9	    5	     996	      40	   180
         BATCH_WC_02	    1	      1,000,000	      384,098,000	        2,603,502	   9	    5	     794	       7	    55
         BATCH_WC_04	    1	      1,000,000	      243,444,000	        4,107,721	   9	    6	     961	       8	     0
         BATCH_WC_08	    1	      1,000,000	      209,002,000	        4,784,643	   9	    5	   1,444	       9	     0
         BATCH_WC_16	    1	      1,000,000	      201,249,000	        4,968,969	   9	    5	   1,457	      10	     1
     GEN_SENTENCES_1	    1	      1,000,000	       18,724,000	       53,407,392	   0	    0	      25	       0	     6
              NOOP_1	    1	      1,000,000	        7,316,000	      136,686,714	   0	    0	      13	       1	    18
       PSUDO_Q_RR_01	    1	      1,000,000	       77,127,000	       12,965,628	   0	    0	     284	       4	    58
       PSUDO_Q_RR_02	    1	      1,000,000	       31,930,000	       31,318,509	   0	    0	      54	       1	    16
       PSUDO_Q_RR_04	    1	      1,000,000	       34,998,000	       28,573,061	   0	    0	     116	       2	     0
       PSUDO_Q_RR_08	    1	      1,000,000	       37,348,000	       26,775,195	   0	    0	      63	       1	     0
       PSUDO_Q_RR_16	    1	      1,000,000	       61,567,000	       16,242,468	   0	    0	     102	       2	     0
